yearterm,subject,crse,sec,onlineFCQ,bd_continuing_education,instructor_last,instructor_first,forms_requested,forms_returned,percentage_passed,course_overall,course_overall_SD,instructor_overall,instructor_overall_SD,total_hours,prior_interest,effectiveness,availability,challenge,amount_learned,respect,course_title,courseOverall_old,courseOverall_SD_old,instrOverall_old,instrOverall_SD_old,r_Fair,r_Access,workload,r_Divstu,r_Diviss,r_Presnt,r_Explan,r_Assign,r_Motiv,r_Learn,r_Complx,campus,college,aSdiv,level,fcqdept,instructor_group,i_Num
20127,PHIL,4490,001,,,BARNETT, DAVID,34,27,1,5.3701171875,0.7916259765625,5.740234375,0.6558837890625,4-6,4.2958984375,5.5546875,5.2958984375,5.4814453125,5.4443359375,5.77734375,PHILOSOPHY OF LANGUAGE,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,TTT,1
20127,PHIL,5040,001,OL,,PASNAU, ROBERT,5,2,1,5,0,6,0,0-3,3.5,4.5,6,4.5,4,6,LATIN PHILOSOPHICAL TEXT,,,,,,,,,,,,,,,,BD,AS,AH,GR,PHIL,TTT,1
20127,PHIL,5100,001,OL,,NORCROSS, ALASTAIR,12,6,1,4.666015625,0.516357421875,4.8330078125,0.752685546875,7-9,3.66650390625,4.3330078125,5.3330078125,4.666015625,4.8330078125,5.666015625,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,GR,PHIL,TTT,1
20127,PHIL,6000,001,OL,,PASNAU, ROBERT,10,4,1,5.75,0.5,5.75,0.5,10-12,4.75,5.25,5.5,5.75,5.75,5.5,SEM-HISTORY PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,GR,PHIL,TTT,1
20127,PHIL,6200,001,,,JAGGAR, ALISON,16,15,1,5.19921875,0.9410400390625,5.666015625,0.4879150390625,7-9,4,5.19921875,5.7998046875,5.599609375,5.1328125,6,SEM SOC POL PHIL,,,,,,,,,,,,,,,,BD,AS,AH,GR,PHIL,TTT,1
20127,PHIL,6400,001,OL,,CLELAND, CAROL,4,3,1,5.666015625,0.5772705078125,5.666015625,0.5772705078125,13-15,6,5.666015625,6,6,6,6,SEM-PHILOSOPHY SCIENCE,,,,,,,,,,,,,,,,BD,AS,AH,GR,PHIL,TTT,1
20124,PHIL,1000,100,OL,,CHAPMAN, ANDREW,20,13,1,5,0.70703125,5.5380859375,0.518798828125,10-12,3.9228515625,5.076171875,5.615234375,4.845703125,5.076171875,5.69140625,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20124,PHIL,1100,200,,,GRONHOLZ, SHANE,23,20,1,4.849609375,1.2255859375,5.25,1.29248046875,7-9,3.44970703125,5,5.2998046875,4.5,4.69921875,5.849609375,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20124,PHIL,1200,001,,,WINGO, AJUME,20,20,1,5.099609375,0.8521728515625,5.3994140625,0.8206787109375,13-15,3.64990234375,5.25,5.3994140625,4.44921875,4.75,5.599609375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20124,PHIL,1200,200,OL,,NORCROSS, ALASTAIR,24,5,1,4.7998046875,1.09521484375,5,1.73193359375,10-12,3,5.19921875,5.599609375,4.599609375,5,5.7998046875,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20124,PHIL,1400,001,,,CLELAND, CAROL,19,16,1,4.9375,0.9285888671875,5.4375,0.89208984375,16+,3.75,5.125,5.666015625,5.3125,5,5.75,PHILOSOPHY AND SCIENCES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20124,PHIL,2200,100,,,METCALF, TOM,11,6,1,4.5,1.87060546875,5,1.549072265625,7-9,3.5,4.5,5.5,4.8330078125,4.8330078125,6,MAJOR SOCIAL THEORIES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20124,PHIL,2220,001,,,TALBOT, BRIAN,11,11,1,5.7265625,0.467041015625,5.544921875,0.6875,13-15,4.6357421875,5.7265625,5.4541015625,5.0908203125,5.4541015625,5.36328125,PHILOSOPHY & LAW,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20124,PHIL,2440,300,OL,,RUPERT, ROBERT,24,6,1,4.666015625,1.03271484375,4.3330078125,1.03271484375,10-12,3.66650390625,4.3330078125,4.3330078125,5.3330078125,5,6,SYMBOLIC LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20124,PHIL,3000,100,OL,,BAILEY, DOMINIC,25,9,1,5.2216796875,0.833251953125,5.77734375,0.44091796875,7-9,4,5.4443359375,5.77734375,5.1103515625,5.1103515625,5.888671875,HIST/ANCIENT PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,TTT,1
20124,PHIL,3010,200,,,POTTER, JASON,25,19,1,4.578125,1.017333984375,5.3681640625,1.06494140625,7-9,3.89453125,4.68359375,5.630859375,5.1572265625,4.578125,5.89453125,HIST/MODERN PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20124,PHIL,3100,200,OL,,ARAGON, CORWIN,12,6,1,4.5,1.048583984375,5.166015625,0.752685546875,10-12,3.66650390625,4.666015625,5.166015625,5.5,4.8330078125,5.666015625,ETHICAL THEORY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20124,PHIL,3140,100,,,HALE, BENJAMIN,21,21,1,4.9521484375,1.071044921875,5.7138671875,0.717041015625,10-12,3.85693359375,5.380859375,5.7138671875,5.28515625,5.0947265625,5.904296875,ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,TTT,1
20124,PHIL,3430,200,OL,,ZERELLA, MICHAEL,25,10,1,5.099609375,0.994384765625,5.099609375,0.994384765625,10-12,3.89990234375,4.69921875,5,5,4.7998046875,6,HIST SCI-NEWTON/EINSTEIN,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20124,PHIL,3480,001,,,MESKIN, AARON,11,8,1,4.625,0.7440185546875,5.125,1.1259765625,13-15,3.75,5.125,5.5,5.25,4.75,5.8564453125,CRIT THINKNG/WRITNG PHIL,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,CWCV,2000,001,,,WATSON, WILLIAM,21,17,1,5.3525390625,0.8616943359375,5.705078125,0.5877685546875,4-6,3.70556640625,5.646484375,5.529296875,4.2939453125,5.234375,5.8818359375,THE WESTERN TRADITION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,001,,,HILDEBRAND, TYLER,40,32,1,5.1875,0.820556640625,5.59375,0.61474609375,4-6,4.25,5.375,5.38671875,4.34375,4.84375,5.9375,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,002,,,VANCE, CHAD,41,33,1,4.6357421875,1.245361328125,5.181640625,1.33349609375,4-6,3.4541015625,4.8779296875,4.84765625,3.78759765625,4.60546875,5.4541015625,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,003,,,SAENZ, NOEL,33,27,0.962890625,4.615234375,1.416259765625,4.8837890625,1.557373046875,4-6,4.0380859375,4.4609375,5.076171875,4.615234375,4.5380859375,5.73046875,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,004,,,SAENZ, NOEL,35,29,1,4.8271484375,0.966064453125,5.275390625,0.959716796875,4-6,3.8271484375,4.861328125,5.2060546875,4.5859375,4.654296875,5.7236328125,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,005,,,CHAPMAN, ANDREW,35,31,1,4.90234375,0.8699951171875,5.322265625,0.83203125,4-6,3.4833984375,5.1611328125,5.3544921875,4.5,4.90234375,5.90234375,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,006,,,CHAPMAN, ANDREW,35,32,1,4.875,1.21142578125,5.5,0.983642578125,4-6,3.875,5.3125,5.3125,4.625,4.78125,5.84375,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1000,100,,,KAUFMAN, DANIEL,169,84,1,5.392578125,0.8067626953125,5.6064453125,0.728271484375,4-6,4.01171875,5.55859375,4.8330078125,4.1904296875,5.1181640625,5.5234375,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1000,101,,,GEYER, JAY,29,21,1,4.76171875,0.768310546875,5.0947265625,0.8309326171875,4-6,3.380859375,4.80859375,5.2373046875,4.046875,4.6181640625,5.6494140625,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1000,102,,,BOWMAN, PAUL,38,21,1,4.142578125,1.388671875,4.5,1.395263671875,4-6,3.47607421875,4.0947265625,5.0498046875,3.5234375,4.2373046875,5.6181640625,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1000,103,,,BOWMAN, PAUL,36,31,1,4.6767578125,1.13671875,4.6767578125,1.326171875,4-6,3.64501953125,4.2900390625,5.2998046875,3.87060546875,4.5478515625,5.64453125,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1000,104,,,SPELMAN, JONATHAN,27,14,1,4.5,0.759521484375,4.642578125,1.008056640625,4-6,4.3564453125,4.2138671875,4.642578125,4.3564453125,4.427734375,5.78515625,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1000,105,,,SPELMAN, JONATHAN,39,29,1,4.7578125,0.95068359375,4.96484375,0.9442138671875,4-6,3.86181640625,4.7236328125,4.896484375,3.896484375,4.55078125,5.55078125,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1000,880,OL,,ODDIE, GRAHAM,17,11,1,4.908203125,0.94384765625,5.181640625,0.9815673828125,4-6,4.2724609375,4.6357421875,5.181640625,5,5.0908203125,5.8173828125,INTRO TO PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1010,001,OL,,BAILEY, DOMINIC,42,18,1,4.9443359375,0.80224609375,5.3330078125,1.08447265625,4-6,4.0546875,4.77734375,5.0546875,4.5,4.666015625,5.8330078125,INTRO/WEST PHIL:ANCIENT,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1020,001,,,POTTER, JASON,34,22,0.9544677734375,4.5234375,0.9283447265625,4.6357421875,1.093017578125,4-6,3.9541015625,4.408203125,5.1904296875,4.408203125,4.181640625,5.86328125,INTRO/WEST PHIL:MODERN,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1100,001,,,VANCE, CHAD,36,32,1,5.125,0.832763671875,5.4375,0.9482421875,4-6,3.8125,5.34375,5.40625,4.34375,4.8125,5.53125,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1100,002,,,JENKINS, RYAN,26,13,1,4.5380859375,1.0498046875,4.845703125,1.405029296875,4-6,3.5380859375,5,5.3076171875,3.3076171875,4.615234375,5.7685546875,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1100,003,,,JENKINS, RYAN,35,22,1,4.908203125,1.341796875,5.2724609375,1.162109375,4-6,4.5,5.0908203125,5.7265625,4.0908203125,4.86328125,5.9541015625,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1100,004,,,GRONHOLZ, SHANE,35,27,1,4.517578125,1.1220703125,5.1103515625,0.8472900390625,4-6,3.59228515625,4.888671875,5.1103515625,4.2216796875,4.2587890625,5.92578125,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1100,005,,,GRONHOLZ, SHANE,35,26,1,4.115234375,1.30615234375,4.615234375,1.29833984375,4-6,3.73046875,4.1533203125,5.076171875,4.4228515625,3.9228515625,5.615234375,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1100,100,,,HEATHWOOD, C,77,60,1,5.0166015625,0.8731689453125,5.6494140625,0.546875,4-6,3.73291015625,5.1328125,5.3330078125,4.1494140625,4.6328125,5.8828125,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1100,101,,,TAYLOR, ASHLEY,40,29,1,4.55078125,1.1826171875,4.8271484375,1.338134765625,4-6,4,4.689453125,5.2060546875,3.8271484375,4.1376953125,5.75,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1100,102,,,TAYLOR, ASHLEY,37,29,1,4.171875,0.8480224609375,4.4482421875,1.12060546875,4-6,3.75830078125,3.96533203125,5.1376953125,3.8271484375,4.068359375,5.7236328125,ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,001,,,WINGO, AJUME,24,23,1,5.3037109375,0.822021484375,5.6083984375,0.78271484375,4-6,3.65185546875,5.2607421875,5.4775390625,4.1298828125,5.1298828125,5.8251953125,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1200,002,,,WINGO, AJUME,26,26,1,5,1.199951171875,5.5380859375,0.8592529296875,4-6,4.0380859375,5.345703125,5.19140625,4.3837890625,4.69140625,5.9609375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1200,003,OL,,LOMELINO, PAMELA,41,20,1,4.6494140625,1.2255859375,5.1494140625,0.9332275390625,4-6,4.3994140625,4.94921875,5.349609375,4.2099609375,4.5498046875,5.7998046875,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1200,004,OL,,LOMELINO, PAMELA,38,16,1,4.25,1,5.3125,0.9464111328125,4-6,3.0625,4.625,5.3125,3.625,4,6,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1200,005,,,RENNINGER, REBECCA,28,18,1,3.888671875,1.3671875,4.2216796875,1.554931640625,4-6,4.388671875,3.72216796875,4.666015625,3.72216796875,4,5.7216796875,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,006,,,RENNINGER, REBECCA,31,20,1,4.19921875,1.472412109375,4.5,1.504150390625,4-6,3.25,4.0498046875,5.25,4.0498046875,4.2998046875,5.75,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,100,,,HOSEIN, ADAM,156,112,0.9820556640625,4.2451171875,1.18212890625,4.85546875,1.150634765625,4-6,3.296875,4.3330078125,4.693359375,4.26953125,4.314453125,5.833984375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1200,101,,,CURTIS, ANNALEIGH,39,17,1,3.47021484375,1.1787109375,3.05859375,1.712646484375,4-6,3.2939453125,2.587890625,4.2939453125,4.2939453125,3.94091796875,5.234375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,102,,,CURTIS, ANNALEIGH,38,29,1,3.689453125,1.25634765625,3.8271484375,1.2265625,4-6,3.17236328125,3.2412109375,4.79296875,4.1025390625,4.0341796875,5.5859375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,103,,,LEE, ERIC,40,40,1,4.2998046875,1.090576171875,5.2744140625,0.846923828125,0-3,3.375,4.5,5.3994140625,4.32421875,4.28125,5.8203125,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,104,,,LEE, ERIC,39,35,1,4.3427734375,1.02734375,5.142578125,0.7723388671875,0-3,3.39990234375,4.28515625,5.3427734375,4.5419921875,4.513671875,5.8818359375,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1200,880,OL,,CHWANG, ERIC,15,10,1,4.7998046875,0.6324462890625,5.19921875,0.6324462890625,4-6,4.2998046875,5.19921875,5.8994140625,5.099609375,5.2998046875,5.8994140625,PHILOSOPHY AND SOCIETY,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1400,100,,,BRINDELL, SHERALEE,47,29,0.9654541015625,4.3212890625,1.18798828125,4.78515625,1.1337890625,4-6,3.642578125,4.28515625,5.0732421875,4.75,4.4638671875,5.7138671875,PHILOSOPHY AND SCIENCES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1400,101,,,NELSEN, CHRISTIAN,17,11,1,3.81787109375,1.250244140625,4,1.483154296875,4-6,3.54541015625,3.2724609375,5.2998046875,3.90869140625,3.63623046875,5.908203125,PHILOSOPHY AND SCIENCES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1400,102,,,GIBSON, JULIA,30,16,1,3.5625,1.71142578125,4.4375,1.41259765625,4-6,3.4375,3.8125,4.875,5,4.0625,5.8125,PHILOSOPHY AND SCIENCES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1400,880,,,CLELAND, CAROL,16,16,1,4.5,1.3662109375,4.875,1.024658203125,7-9,3.4375,4.5,5,5.3125,4.8125,5.5,PHILOSOPHY AND SCIENCES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1440,001,,,PIKE, MATTHEW,33,19,1,5.4208984375,0.60693359375,5.89453125,0.31524658203125,4-6,3.4736328125,5.4736328125,5.7890625,4.4736328125,5.3681640625,5.947265625,INTRODUCTORY LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1440,002,,,PIKE, MATTHEW,35,23,1,4.6083984375,1.117431640625,5.1298828125,1.21728515625,4-6,4.04296875,4.8251953125,5.6513671875,4.173828125,4.6357421875,5.9560546875,INTRODUCTORY LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,1600,100,,,MORRISTON, WESLEY,108,43,1,5,0.951171875,5.3720703125,0.8734130859375,4-6,4.3486328125,5.0458984375,4.8564453125,4.673828125,5.046875,5.8369140625,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,1600,101,,,CASALBORE, NICHOLAS,8,8,1,4.875,0.83447265625,5.125,0.640869140625,4-6,3.875,5.125,5.25,4.25,4.875,5.75,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1600,102,,,VINCENT, KELLY,3,3,1,4,1,5,1,4-6,2.66650390625,4,5.3330078125,5.666015625,4.3330078125,6,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1600,103,,,VINCENT, KELLY,29,19,1,4.525390625,1.306640625,5.1572265625,1.06787109375,4-6,4.1044921875,4.525390625,5.3154296875,4.2099609375,4.7890625,6,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1600,104,,,LOWE, DANIEL,38,13,1,5,0.70703125,5,1.4140625,4-6,4.076171875,4.9228515625,5.4609375,4.23046875,4.845703125,5.615234375,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,1600,105,,,LOWE, DANIEL,30,30,1,4.599609375,1.1015625,5.166015625,0.912841796875,4-6,3.96630859375,4.79296875,5.2666015625,4.099609375,4.4326171875,5.8330078125,PHILOSOPHY AND RELIGION,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,2140,001,,,WYCKOFF, JASON,17,13,1,4.7685546875,1.16552734375,4.845703125,1.281005859375,4-6,4.9228515625,4.69140625,5.076171875,4.615234375,4.3837890625,5.9228515625,ENVIRONMENTAL JUSTICE,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2140,002,,,YOUKEY, DAVID,30,18,1,5.5,0.785888671875,5.7216796875,0.574462890625,4-6,4.8330078125,5.666015625,5.7216796875,4.7216796875,5.2216796875,6,ENVIRONMENTAL JUSTICE,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2200,001,OL,,ZERELLA, MICHAEL,34,14,1,5.5712890625,0.6461181640625,5.78515625,0.42578125,4-6,4.5712890625,5.642578125,5.8564453125,4.5712890625,5.2138671875,5.927734375,MAJOR SOCIAL THEORIES,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2220,001,,,TALBOT, BRIAN,38,37,1,5.1884765625,0.6597900390625,5.431640625,0.602783203125,4-6,4.5126953125,5.59375,5.431640625,4.8916015625,5.162109375,5.91796875,PHILOSOPHY & LAW,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2220,002,,,TALBOT, BRIAN,36,35,1,5.1708984375,0.9847412109375,5.3427734375,1.055419921875,4-6,4.5712890625,5.3427734375,5.228515625,4.884765625,5.1142578125,5.884765625,PHILOSOPHY & LAW,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2270,001,,,PURVES, DUNCAN,35,30,1,4.69921875,1.05517578125,5.4658203125,0.681396484375,4-6,3.69970703125,4.8662109375,5.5,4.166015625,4.666015625,6,PHILOSOPHY AND RACE,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,2270,002,,,PURVES, DUNCAN,36,24,1,4.8330078125,0.9630126953125,5.291015625,0.806396484375,4-6,3.9580078125,4.916015625,5.4345703125,4.4580078125,4.75,5.916015625,PHILOSOPHY AND RACE,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,2290,002,,,HARAMIA, CHELSEA,32,28,1,4.5712890625,1.03369140625,5.28515625,0.7628173828125,4-6,3.35693359375,4.78515625,5.4638671875,4.142578125,4.53515625,5.927734375,PHILOSOPHY AND WOMEN,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,2290,003,,,HARAMIA, CHELSEA,29,17,1,4.646484375,0.8616943359375,5.4697265625,0.8743896484375,4-6,3.41162109375,4.8232421875,5.8232421875,4.2939453125,4.7646484375,5.8125,PHILOSOPHY AND WOMEN,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TA,1
20121,PHIL,2290,705,,,WYCKOFF, JASON,17,11,1,4.181640625,1.167724609375,4.2724609375,1.009033203125,7-9,3.90869140625,3.72705078125,5.2724609375,4.4541015625,4.908203125,5.36328125,PHILOSOPHY AND WOMEN,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2440,001,,,FORBES, GRAEME,34,23,1,4.8251953125,1.154052734375,5.216796875,1.085205078125,4-6,3.7822265625,4.6083984375,4.7822265625,5.4345703125,5.390625,5.7822265625,SYMBOLIC LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,2440,002,OL,,MONTON, BRADLEY,20,11,1,5.2724609375,0.7861328125,5.6357421875,0.92431640625,4-6,4,5.181640625,5.4541015625,4.544921875,4.8173828125,5.6357421875,SYMBOLIC LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,2440,003,,,HILDEBRAND, TYLER,30,19,0.947265625,4.7216796875,0.894775390625,5.5,0.857421875,4-6,3.61083984375,5,5.4443359375,5,5.0546875,5.888671875,SYMBOLIC LOGIC,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,OTH,1
20121,PHIL,2750,002,,,ZIMMERMAN, MICHAEL,39,34,1,5,0.984619140625,5.146484375,0.89208984375,4-6,4.67578125,5.029296875,5.423828125,4.8525390625,4.734375,5.7568359375,PHILOSOPHY AND SCIENCE F,,,,,,,,,,,,,,,,BD,AS,AH,LD,PHIL,TTT,1
20121,PHIL,3000,001,,,POTTER, JASON,46,27,1,4.92578125,0.916748046875,5.2958984375,0.7752685546875,4-6,4.1474609375,5.1103515625,5.4814453125,4.814453125,4.5546875,5.962890625,HIST/ANCIENT PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,PHIL,3010,001,,,KAUFMAN, DANIEL,38,27,1,4.4814453125,1.311767578125,4.77734375,1.423095703125,4-6,4.2587890625,4.5380859375,3.51806640625,4.4072265625,4.4814453125,5.4814453125,HIST/MODERN PHILOSOPHY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,TTT,1
20121,PHIL,3100,001,,,HEATHWOOD, C,39,32,1,5.125,0.87060546875,5.6875,0.59228515625,4-6,4.193359375,5.0322265625,5.5478515625,4.580078125,4.7734375,6,ETHICAL THEORY,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,TTT,1
20121,PHIL,3140,001,,,YOUKEY, DAVID,75,48,0.9791259765625,5.19140625,1.11572265625,5.25,1.26318359375,4-6,4.3330078125,5.291015625,5.2666015625,4.3330078125,5.0419921875,5.6591796875,ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,PHIL,3140,002,,,COLVIN, MARIA,38,33,1,4.2724609375,1.097412109375,4.71875,1.250244140625,4-6,3.63623046875,4.423828125,5.2724609375,4.2119140625,4.2724609375,5.8779296875,ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,PHIL,3140,003,,,YOUKEY, DAVID,72,52,1,5.25,0.7889404296875,5.595703125,0.569091796875,4-6,4.1533203125,5.365234375,5.1953125,4.2880859375,5.19140625,5.865234375,ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,PHIL,3140,007,OL,,ZERELLA, MICHAEL,40,18,1,4.666015625,1.371826171875,5.166015625,0.857421875,4-6,4.27734375,4.4443359375,5.6103515625,4.1103515625,4.5,5.888671875,ENVIRONMENTAL ETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
20121,PHIL,3160,001,OL,,LOMELINO, PAMELA,39,12,1,4.8330078125,1.114501953125,5.666015625,0.4923095703125,4-6,4.5,4.8330078125,5.416015625,4.416015625,4.8330078125,6,BIOETHICS,,,,,,,,,,,,,,,,BD,AS,AH,UD,PHIL,OTH,1
