yearterm,subject,crse,sec,onlineFCQ,bd_continuing_education,instructor_last,instructor_first,forms_requested,forms_returned,percentage_passed,course_overall,course_overall_SD,instructoroverall,instructoroverall_SD,total_hours,prior_interest,effectiveness,availability,challenge,amount_learned,respect,course_title,courseOverall_old,courseOverall_SD_old,instrOverall_old,instrOverall_SD_old,r_Fair,r_Access,workload,r_Divstu,r_Diviss,r_Presnt,r_Explan,r_Assign,r_Motiv,r_Learn,r_Complx,campus,college,aSdiv,level,fcqdept,instructor_group,i_Num
20137,MATH,1071,072,OL,,WILLIS,JOHN,19,8,1,2.25,1.28173828125,3.375,1.40771484375,4-6,2.42822265625,2.75,3,2.75,2.25,5,FINITEMATHSOCISCI/BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1071,073,OL,,WILLIS,JOHN,21,10,1,3.099609375,1.3701171875,3.4443359375,1.739990234375,4-6,2.599609375,2.599609375,3.4443359375,3.19970703125,3.19970703125,5.2998046875,FINITEMATHSOCISCI/BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1071,074,OL,,WILLIS,JOHN,15,7,1,2.85693359375,0.899658203125,4.142578125,1.06884765625,4-6,3,3.85693359375,4.142578125,2.85693359375,2.85693359375,5.5712890625,FINITEMATHSOCISCI/BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,010,OL,,SHAULIS,DELPHY,124,56,1,4.875,1.010009765625,5.435546875,0.8336181640625,7-9,3.53564453125,4.767578125,5.03515625,4.7626953125,4.7265625,5.78125,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1081,011,OL,,PURKIS,BENJAMIN,31,17,1,4.4697265625,1.00732421875,4.234375,1.39306640625,7-9,3.529296875,4,4.2939453125,4.529296875,4.3525390625,5.705078125,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,012,OL,,PURKIS,BENJAMIN,32,9,1,4.1103515625,1.269287109375,4.4443359375,1.423828125,4-6,3.55517578125,3.66650390625,4.1103515625,4.3330078125,3.66650390625,5.4443359375,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,013,OL,,PURKIS,BENJAMIN,31,19,0.947265625,5,1.08447265625,4.7890625,1.357177734375,7-9,3.57861328125,4.4736328125,4.525390625,4.68359375,5.1044921875,5.7890625,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,014,OL,,PURKIS,BENJAMIN,30,5,1,3.7998046875,1.09521484375,4.19921875,0.8365478515625,4-6,2.599609375,3.39990234375,4.19921875,4.599609375,3.19970703125,5.25,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,020,OL,,SHAULIS,DELPHY,121,50,1,4.5390625,1.1103515625,5.2197265625,1.2822265625,7-9,2.8798828125,4.4599609375,5.099609375,4.8798828125,4.6591796875,5.859375,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1081,021,OL,,HOWER,JOHN,29,14,1,3.85693359375,1.027099609375,3.142578125,1.292236328125,4-6,3,3.0712890625,3.642578125,4.5712890625,3.7138671875,5.142578125,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,022,OL,,HOWER,JOHN,31,11,1,4,1.4140625,3.4541015625,1.293212890625,4-6,2.4541015625,2.81787109375,4,4.908203125,4.36328125,5.8173828125,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1081,023,OL,,HOWER,JOHN,31,8,0.875,3.28564453125,1.7041015625,2.75,1.388671875,7-9,2.375,2.25,3,4.5,3.25,4.625,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
